gene_id	coding_length	SYMBOL	DESCRIPTION	Var
ENSMUSG00000031145	4902	Prickle3	prickle planar cell polarity protein 3 [Source:MGI Symbol;Acc:MGI:1859635]	1425.25905797101
ENSMUSG00000031146	1334	Plp2	proteolipid protein 2 [Source:MGI Symbol;Acc:MGI:1298382]	99370.7753623188
ENSMUSG00000031148	3737	Gpkow	G patch domain and KOW motifs [Source:MGI Symbol;Acc:MGI:1859610]	32769.9710144928
ENSMUSG00000031149	1339	Praf2	PRA1 domain family 2 [Source:MGI Symbol;Acc:MGI:1859607]	2608.92753623188
ENSMUSG00000031150	4165	Ccdc120	coiled-coil domain containing 120 [Source:MGI Symbol;Acc:MGI:1859619]	1226.16666666667
ENSMUSG00000031153	5502	Gripap1	GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616]	65963.7101449275
ENSMUSG00000031154	5200	Otud5	OTU domain containing 5 [Source:MGI Symbol;Acc:MGI:1859615]	60048.3405797101
ENSMUSG00000031155	2795	Pim2	proviral integration site 2 [Source:MGI Symbol;Acc:MGI:97587]	871.565217391304
ENSMUSG00000031156	4729	Slc35a2	solute carrier family 35 (UDP-galactose transporter), member A2 [Source:MGI Symbol;Acc:MGI:1345297]	5940.77536231884
ENSMUSG00000031157	1636	Pqbp1	polyglutamine binding protein 1 [Source:MGI Symbol;Acc:MGI:1859638]	123047.432971014
ENSMUSG00000031158	2557	Timm17b	translocase of inner mitochondrial membrane 17b [Source:MGI Symbol;Acc:MGI:1343176]	3867.64492753623
ENSMUSG00000031161	5817	Hdac6	histone deacetylase 6 [Source:MGI Symbol;Acc:MGI:1333752]	27359.1141304348
ENSMUSG00000031165	2381	Was	Wiskott-Aldrich syndrome [Source:MGI Symbol;Acc:MGI:105059]	603.650362318841
ENSMUSG00000031166	5277	Wdr13	WD repeat domain 13 [Source:MGI Symbol;Acc:MGI:1914661]	54892.259057971
ENSMUSG00000031167	4698	Rbm3	RNA binding motif (RNP1, RRM) protein 3 [Source:MGI Symbol;Acc:MGI:1099460]	861451.432971015
ENSMUSG00000031168	2310	Ebp	phenylalkylamine Ca2+ antagonist (emopamil) binding protein [Source:MGI Symbol;Acc:MGI:107822]	76206.375
ENSMUSG00000031169	3000	Porcn	porcupine O-acyltransferase [Source:MGI Symbol;Acc:MGI:1890212]	162080.579710145
ENSMUSG00000031171	4760	Ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli) [Source:MGI Symbol;Acc:MGI:1859648]	5368.86775362319
ENSMUSG00000031174	7247	Rpgr	retinitis pigmentosa GTPase regulator [Source:MGI Symbol;Acc:MGI:1344037]	10778.3188405797
ENSMUSG00000031176	2576	Dynlt3	dynein light chain Tctex-type 3 [Source:MGI Symbol;Acc:MGI:1914367]	132973.130434783
ENSMUSG00000031189	7267	Aff2	AF4/FMR2 family, member 2 [Source:MGI Symbol;Acc:MGI:1202294]	2046.17210144928
ENSMUSG00000031196	9905	F8	coagulation factor VIII [Source:MGI Symbol;Acc:MGI:88383]	1195.17210144928
ENSMUSG00000031197	2132	Vbp1	von Hippel-Lindau binding protein 1 [Source:MGI Symbol;Acc:MGI:1333804]	22344.1576086957
ENSMUSG00000031198	2785	Fundc2	FUN14 domain containing 2 [Source:MGI Symbol;Acc:MGI:1914641]	27418.5923913043
ENSMUSG00000031200	4478	Mtcp1	mature T cell proliferation 1 [Source:MGI Symbol;Acc:MGI:102699]	595.971014492754
ENSMUSG00000031201	7887	Brcc3	BRCA1/BRCA2-containing complex, subunit 3 [Source:MGI Symbol;Acc:MGI:2389572]	11476.8623188406
ENSMUSG00000031202	3401	Rab39b	RAB39B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915040]	3217.10144927536
ENSMUSG00000031207	6327	Msn	moesin [Source:MGI Symbol;Acc:MGI:97167]	63937090.5923913
ENSMUSG00000031209	7662	Heph	hephaestin [Source:MGI Symbol;Acc:MGI:1332240]	156029.413043478
ENSMUSG00000031210	4545	Gpr165	G protein-coupled receptor 165 [Source:MGI Symbol;Acc:MGI:1923456]	16850.4764492754
ENSMUSG00000031214	13100	Ophn1	oligophrenin 1 [Source:MGI Symbol;Acc:MGI:2151070]	3887.25905797101
ENSMUSG00000031216	5499	Stard8	START domain containing 8 [Source:MGI Symbol;Acc:MGI:2448556]	9434.57971014493
ENSMUSG00000031217	3452	Efnb1	ephrin B1 [Source:MGI Symbol;Acc:MGI:102708]	89250.8405797101
ENSMUSG00000031221	5717	Igbp1	immunoglobulin (CD79A) binding protein 1 [Source:MGI Symbol;Acc:MGI:1346500]	89507.7101449275
ENSMUSG00000031224	2316	Magee2	melanoma antigen, family E, 2 [Source:MGI Symbol;Acc:MGI:2148316]	2467.9347826087
ENSMUSG00000031226	6098	Pbdc1	polysaccharide biosynthesis domain containing 1 [Source:MGI Symbol;Acc:MGI:1914933]	41235.6449275362
ENSMUSG00000031227	3550	Magee1	melanoma antigen, family E, 1 [Source:MGI Symbol;Acc:MGI:2148149]	14562.3405797101
ENSMUSG00000031229	21757	Atrx	ATRX, chromatin remodeler [Source:MGI Symbol;Acc:MGI:103067]	1676665.38405797
ENSMUSG00000031231	1214	Cox7b	cytochrome c oxidase subunit 7B [Source:MGI Symbol;Acc:MGI:1913392]	80375.4329710145
ENSMUSG00000031232	4672	Magt1	magnesium transporter 1 [Source:MGI Symbol;Acc:MGI:1914325]	214794.954710145
ENSMUSG00000031239	1744	Itm2a	integral membrane protein 2A [Source:MGI Symbol;Acc:MGI:107706]	5584.33152173913
ENSMUSG00000031241	5550	Tbx22	T-box 22 [Source:MGI Symbol;Acc:MGI:2389465]	1488.82427536232
ENSMUSG00000031242	6337	2610002M06Rik	RIKEN cDNA 2610002M06 gene [Source:MGI Symbol;Acc:MGI:1914278]	12599.2101449275
ENSMUSG00000031245	1934	Hmgn5	high-mobility group nucleosome binding domain 5 [Source:MGI Symbol;Acc:MGI:1355295]	47557.8677536232
ENSMUSG00000031246	3298	Sh3bgrl	SH3-binding domain glutamic acid-rich protein like [Source:MGI Symbol;Acc:MGI:1930849]	53809.884057971
ENSMUSG00000031253	2922	Srpx2	sushi-repeat-containing protein, X-linked 2 [Source:MGI Symbol;Acc:MGI:1916042]	258.432971014493
ENSMUSG00000031255	5125	Sytl4	synaptotagmin-like 4 [Source:MGI Symbol;Acc:MGI:1351606]	746.144927536232
ENSMUSG00000031256	9180	Cstf2	cleavage stimulation factor, 3' pre-RNA subunit 2 [Source:MGI Symbol;Acc:MGI:1343054]	80218.6358695652
ENSMUSG00000031258	3024	Xkrx	X-linked Kx blood group related, X-linked [Source:MGI Symbol;Acc:MGI:3584011]	240.782608695652
ENSMUSG00000031262	5681	Cenpi	centromere protein I [Source:MGI Symbol;Acc:MGI:2147897]	3655.10144927536
ENSMUSG00000031264	3149	Btk	Bruton agammaglobulinemia tyrosine kinase [Source:MGI Symbol;Acc:MGI:88216]	733.172101449275
ENSMUSG00000031266	3265	Gla	galactosidase, alpha [Source:MGI Symbol;Acc:MGI:1347344]	5957.30434782609
ENSMUSG00000031273	7973	Col4a6	collagen, type IV, alpha 6 [Source:MGI Symbol;Acc:MGI:2152695]	4538762.57971014
ENSMUSG00000031274	6718	Col4a5	collagen, type IV, alpha 5 [Source:MGI Symbol;Acc:MGI:88456]	13968558.5144928
ENSMUSG00000031278	5405	Acsl4	acyl-CoA synthetase long-chain family member 4 [Source:MGI Symbol;Acc:MGI:1354713]	160463.867753623
ENSMUSG00000031283	6758	Chrdl1	chordin-like 1 [Source:MGI Symbol;Acc:MGI:1933172]	6284648.02173913
ENSMUSG00000031284	9552	Pak3	p21 (RAC1) activated kinase 3 [Source:MGI Symbol;Acc:MGI:1339656]	84592
ENSMUSG00000031285	12647	Dcx	doublecortin [Source:MGI Symbol;Acc:MGI:1277171]	30.0869565217391
ENSMUSG00000031286	2732	Glt28d2	glycosyltransferase 28 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443773]	372.108695652174
ENSMUSG00000031290	6420	Lrch2	leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:MGI Symbol;Acc:MGI:2147870]	26527.3025362319
ENSMUSG00000031292	14331	Cdkl5	cyclin-dependent kinase-like 5 [Source:MGI Symbol;Acc:MGI:1278336]	6010.95471014493
ENSMUSG00000031293	5840	Rs1	retinoschisis (X-linked, juvenile) 1 (human) [Source:MGI Symbol;Acc:MGI:1336189]	1125473.25905797
ENSMUSG00000031295	6068	Phka2	phosphorylase kinase alpha 2 [Source:MGI Symbol;Acc:MGI:97577]	8025.88405797101
ENSMUSG00000031297	3784	Slc7a3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:MGI Symbol;Acc:MGI:1100521]	294.86231884058
ENSMUSG00000031298	5278	Adgrg2	adhesion G protein-coupled receptor G2 [Source:MGI Symbol;Acc:MGI:2446854]	210.302536231884
ENSMUSG00000031299	3734	Pdha1	pyruvate dehydrogenase E1 alpha 1 [Source:MGI Symbol;Acc:MGI:97532]	146815.297101449
ENSMUSG00000031302	9271	Nlgn3	neuroligin 3 [Source:MGI Symbol;Acc:MGI:2444609]	710.461956521739
ENSMUSG00000031303	4348	Map3k15	mitogen-activated protein kinase kinase kinase 15 [Source:MGI Symbol;Acc:MGI:2448588]	50.7753623188406
ENSMUSG00000031304	2387	Il2rg	interleukin 2 receptor, gamma chain [Source:MGI Symbol;Acc:MGI:96551]	480.95652173913
ENSMUSG00000031309	8322	Rps6ka3	ribosomal protein S6 kinase polypeptide 3 [Source:MGI Symbol;Acc:MGI:104557]	288637.934782609
ENSMUSG00000031310	8021	Zmym3	zinc finger, MYM-type 3 [Source:MGI Symbol;Acc:MGI:1927231]	72309.3623188406
ENSMUSG00000031311	4375	Nono	non-POU-domain-containing, octamer binding protein [Source:MGI Symbol;Acc:MGI:1855692]	1496796.65036232
ENSMUSG00000031312	1799	Itgb1bp2	integrin beta 1 binding protein 2 [Source:MGI Symbol;Acc:MGI:1353420]	346.780797101449
ENSMUSG00000031314	8558	Taf1	TATA-box binding protein associated factor 1 [Source:MGI Symbol;Acc:MGI:1336878]	755305.449275362
ENSMUSG00000031320	1631	Rps4x	ribosomal protein S4, X-linked [Source:MGI Symbol;Acc:MGI:98158]	2833228.42753623
ENSMUSG00000031323	1388	Dmrtc1a	DMRT-like family C1a [Source:MGI Symbol;Acc:MGI:1918137]	68.6666666666667
ENSMUSG00000031327	7375	Chic1	cysteine-rich hydrophobic domain 1 [Source:MGI Symbol;Acc:MGI:1344694]	13462.7536231884
ENSMUSG00000031328	9400	Flna	filamin, alpha [Source:MGI Symbol;Acc:MGI:95556]	131923033.297101
ENSMUSG00000031333	5905	Abcb7	ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:MGI Symbol;Acc:MGI:109533]	32307.9981884058
ENSMUSG00000031337	13935	Mtm1	X-linked myotubular myopathy gene 1 [Source:MGI Symbol;Acc:MGI:1099452]	2789.5634057971
ENSMUSG00000031340	4736	Gabre	gamma-aminobutyric acid (GABA) A receptor, subunit epsilon [Source:MGI Symbol;Acc:MGI:1330235]	3170.66666666667
ENSMUSG00000031342	5600	Gpm6b	glycoprotein m6b [Source:MGI Symbol;Acc:MGI:107672]	430013.85326087
ENSMUSG00000031343	3924	Gabra3	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3 [Source:MGI Symbol;Acc:MGI:95615]	13658.7536231884
ENSMUSG00000031344	5352	Gabrq	gamma-aminobutyric acid (GABA) A receptor, subunit theta [Source:MGI Symbol;Acc:MGI:1888498]	2181.6231884058
ENSMUSG00000031347	1646	Cetn2	centrin 2 [Source:MGI Symbol;Acc:MGI:1347085]	9469.51992753623
ENSMUSG00000031349	2853	Nsdhl	NAD(P) dependent steroid dehydrogenase-like [Source:MGI Symbol;Acc:MGI:1099438]	49917.375
ENSMUSG00000031351	3707	Zfp185	zinc finger protein 185 [Source:MGI Symbol;Acc:MGI:108095]	207225.065217391
ENSMUSG00000031352	5151	Hccs	holocytochrome c synthetase [Source:MGI Symbol;Acc:MGI:106911]	5187.43297101449
ENSMUSG00000031353	2909	Rbbp7	retinoblastoma binding protein 7, chromatin remodeling factor [Source:MGI Symbol;Acc:MGI:1194910]	607133.152173913
ENSMUSG00000031355	12128	Arhgap6	Rho GTPase activating protein 6 [Source:MGI Symbol;Acc:MGI:1196332]	1576.08514492754
ENSMUSG00000031357	2351	Syap1	synapse associated protein 1 [Source:MGI Symbol;Acc:MGI:1914293]	16086.8677536232
ENSMUSG00000031358	2877	Msl3	MSL complex subunit 3 [Source:MGI Symbol;Acc:MGI:1341851]	16165.5199275362
ENSMUSG00000031360	4720	Ctps2	cytidine 5'-triphosphate synthase 2 [Source:MGI Symbol;Acc:MGI:1933185]	11552.375
ENSMUSG00000031365	6745	Zfp275	zinc finger protein 275 [Source:MGI Symbol;Acc:MGI:1350985]	20016.1666666667
ENSMUSG00000031367	4965	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit [Source:MGI Symbol;Acc:MGI:1889383]	222902.722826087
ENSMUSG00000031370	7194	Zrsr2	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2 [Source:MGI Symbol;Acc:MGI:103287]	128629.884057971
ENSMUSG00000031371	1438	Haus7	HAUS augmin-like complex, subunit 7 [Source:MGI Symbol;Acc:MGI:1920988]	5757.1231884058
ENSMUSG00000031373	6354	Car5b	carbonic anhydrase 5b, mitochondrial [Source:MGI Symbol;Acc:MGI:1926249]	40649.2971014493
ENSMUSG00000031374	6744	Zfp92	zinc finger protein 92 [Source:MGI Symbol;Acc:MGI:108094]	16.4329710144928
ENSMUSG00000031375	6099	Bgn	biglycan [Source:MGI Symbol;Acc:MGI:88158]	381154.079710145
ENSMUSG00000031376	4820	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3 [Source:MGI Symbol;Acc:MGI:1347353]	481.780797101449
ENSMUSG00000031377	3092	Bmx	BMX non-receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1101778]	16.7826086956522
ENSMUSG00000031378	4192	Abcd1	ATP-binding cassette, sub-family D (ALD), member 1 [Source:MGI Symbol;Acc:MGI:1349215]	8824.26086956522
ENSMUSG00000031379	5553	Pir	pirin [Source:MGI Symbol;Acc:MGI:1916906]	191.36231884058
ENSMUSG00000031380	2408	Vegfd	vascular endothelial growth factor D [Source:MGI Symbol;Acc:MGI:108037]	89.8677536231884
ENSMUSG00000031381	6385	Piga	phosphatidylinositol glycan anchor biosynthesis, class A [Source:MGI Symbol;Acc:MGI:99461]	1919.36231884058
ENSMUSG00000031383	2722	Dusp9	dual specificity phosphatase 9 [Source:MGI Symbol;Acc:MGI:2387107]	371.449275362319
ENSMUSG00000031386	8360	Hcfc1	host cell factor C1 [Source:MGI Symbol;Acc:MGI:105942]	513412.949275362
ENSMUSG00000031387	2494	Renbp	renin binding protein [Source:MGI Symbol;Acc:MGI:105940]	5595.79710144928
ENSMUSG00000031388	4132	Naa10	N(alpha)-acetyltransferase 10, NatA catalytic subunit [Source:MGI Symbol;Acc:MGI:1915255]	925.739130434783
ENSMUSG00000031389	8105	Arhgap4	Rho GTPase activating protein 4 [Source:MGI Symbol;Acc:MGI:2159577]	670.128623188406
ENSMUSG00000031391	7347	L1cam	L1 cell adhesion molecule [Source:MGI Symbol;Acc:MGI:96721]	2517.81884057971
ENSMUSG00000031392	4716	Irak1	interleukin-1 receptor-associated kinase 1 [Source:MGI Symbol;Acc:MGI:107420]	167186.592391304
ENSMUSG00000031393	15067	Mecp2	methyl CpG binding protein 2 [Source:MGI Symbol;Acc:MGI:99918]	284289.536231884
ENSMUSG00000031394	1562	Opn1mw	opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan) [Source:MGI Symbol;Acc:MGI:1097692]	957.036231884058
ENSMUSG00000031398	7880	Plxna3	plexin A3 [Source:MGI Symbol;Acc:MGI:107683]	31797.2173913043
ENSMUSG00000031399	2485	Fam3a	family with sequence similarity 3, member A [Source:MGI Symbol;Acc:MGI:1913544]	10818.8097826087
ENSMUSG00000031400	3080	G6pdx	glucose-6-phosphate dehydrogenase X-linked [Source:MGI Symbol;Acc:MGI:105979]	143069.389492754
ENSMUSG00000031402	5343	Mpp1	membrane protein, palmitoylated [Source:MGI Symbol;Acc:MGI:105941]	12064.5489130435
ENSMUSG00000031403	4121	Dkc1	dyskeratosis congenita 1, dyskerin [Source:MGI Symbol;Acc:MGI:1861727]	52992.4275362319
ENSMUSG00000031409	1114	Tceal6	transcription elongation factor A (SII)-like 6 [Source:MGI Symbol;Acc:MGI:1923939]	31471.6503623188
ENSMUSG00000031422	3135	Morf4l2	mortality factor 4 like 2 [Source:MGI Symbol;Acc:MGI:1927167]	1279667.21014493
ENSMUSG00000031425	5551	Plp1	proteolipid protein (myelin) 1 [Source:MGI Symbol;Acc:MGI:97623]	1035.82427536232
ENSMUSG00000031428	4876	Zcchc18	zinc finger, CCHC domain containing 18 [Source:MGI Symbol;Acc:MGI:1914245]	16596.3188405797
ENSMUSG00000031429	1469	Psmd10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10 [Source:MGI Symbol;Acc:MGI:1858898]	4313.01449275362
ENSMUSG00000031431	4341	Tsc22d3	TSC22 domain family, member 3 [Source:MGI Symbol;Acc:MGI:1196284]	18821.6938405797
ENSMUSG00000031432	1993	Prps1	phosphoribosyl pyrophosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:97775]	16365.3260869565
ENSMUSG00000031433	6638	Rbm41	RNA binding motif protein 41 [Source:MGI Symbol;Acc:MGI:2444923]	6131.27536231884
ENSMUSG00000031434	6051	Morc4	microrchidia 4 [Source:MGI Symbol;Acc:MGI:1922996]	2007.41304347826
ENSMUSG00000031438	3464	Rnf128	ring finger protein 128 [Source:MGI Symbol;Acc:MGI:1914139]	94.5434782608696
ENSMUSG00000031441	11150	Atp11a	ATPase, class VI, type 11A [Source:MGI Symbol;Acc:MGI:1354735]	574741.304347826
ENSMUSG00000031442	12984	Mcf2l	mcf.2 transforming sequence-like [Source:MGI Symbol;Acc:MGI:103263]	79864.4619565217
ENSMUSG00000031443	1859	F7	coagulation factor VII [Source:MGI Symbol;Acc:MGI:109325]	331.375
ENSMUSG00000031444	2731	F10	coagulation factor X [Source:MGI Symbol;Acc:MGI:103107]	4986.51992753623
ENSMUSG00000031446	6408	Cul4a	cullin 4A [Source:MGI Symbol;Acc:MGI:1914487]	227964.172101449
ENSMUSG00000031447	2675	Lamp1	lysosomal-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:96745]	1823658.17210145
ENSMUSG00000031450	8784	Grk1	G protein-coupled receptor kinase 1 [Source:MGI Symbol;Acc:MGI:1345146]	2070049.82608696
ENSMUSG00000031451	2548	Gas6	growth arrest specific 6 [Source:MGI Symbol;Acc:MGI:95660]	3131258.31884058
ENSMUSG00000031453	5095	Rasa3	RAS p21 protein activator 3 [Source:MGI Symbol;Acc:MGI:1197013]	16615.6449275362
ENSMUSG00000031458	2732	Coprs	coordinator of PRMT5, differentiation stimulator [Source:MGI Symbol;Acc:MGI:1913673]	1715.15217391304
ENSMUSG00000031465	3690	Angpt2	angiopoietin 2 [Source:MGI Symbol;Acc:MGI:1202890]	467.33152173913
ENSMUSG00000031467	10783	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon) [Source:MGI Symbol;Acc:MGI:1196345]	14860.5797101449
ENSMUSG00000031478	2153	Nek3	NIMA (never in mitosis gene a)-related expressed kinase 3 [Source:MGI Symbol;Acc:MGI:1344371]	418.840579710145
ENSMUSG00000031479	3706	Vps36	vacuolar protein sorting 36 [Source:MGI Symbol;Acc:MGI:1917410]	31834.0797101449
ENSMUSG00000031480	4422	Thsd1	thrombospondin, type I, domain 1 [Source:MGI Symbol;Acc:MGI:1929096]	359.606884057971
ENSMUSG00000031482	5629	Slc25a15	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15 [Source:MGI Symbol;Acc:MGI:1342274]	2278.84057971014
ENSMUSG00000031483	5829	Erlin2	ER lipid raft associated 2 [Source:MGI Symbol;Acc:MGI:2387215]	263703.471014493
ENSMUSG00000031485	12648	Plpbp	pyridoxal phosphate binding protein [Source:MGI Symbol;Acc:MGI:1891207]	28489.4184782609
ENSMUSG00000031486	5775	Adgra2	adhesion G protein-coupled receptor A2 [Source:MGI Symbol;Acc:MGI:1925810]	389109.217391304
ENSMUSG00000031487	3212	Brf2	BRF2, RNA polymerase III transcription initiation factor 50kDa subunit [Source:MGI Symbol;Acc:MGI:1913903]	3865.59239130435
ENSMUSG00000031488	10800	Rab11fip1	RAB11 family interacting protein 1 (class I) [Source:MGI Symbol;Acc:MGI:1923017]	3000280.47644928
ENSMUSG00000031490	2196	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1 [Source:MGI Symbol;Acc:MGI:103267]	114831.362318841
ENSMUSG00000031491	2906	Chrna6	cholinergic receptor, nicotinic, alpha polypeptide 6 [Source:MGI Symbol;Acc:MGI:106213]	2342.20108695652
ENSMUSG00000031492	6369	Chrnb3	cholinergic receptor, nicotinic, beta polypeptide 3 [Source:MGI Symbol;Acc:MGI:106212]	9291.41304347826
ENSMUSG00000031493	2800	Ggn	gametogenetin [Source:MGI Symbol;Acc:MGI:2181461]	219.432971014493
ENSMUSG00000031494	1583	Cd209a	CD209a antigen [Source:MGI Symbol;Acc:MGI:2157942]	11.1884057971014
ENSMUSG00000031497	6868	Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b [Source:MGI Symbol;Acc:MGI:1344376]	45.5634057971015
ENSMUSG00000031502	7464	Col4a1	collagen, type IV, alpha 1 [Source:MGI Symbol;Acc:MGI:88454]	3492939868.23188
ENSMUSG00000031503	6619	Col4a2	collagen, type IV, alpha 2 [Source:MGI Symbol;Acc:MGI:88455]	881532141.101449
ENSMUSG00000031504	1392	Rab20	RAB20, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:102789]	5875.17210144928
ENSMUSG00000031505	4713	Naxd	NAD(P)HX dehydratase [Source:MGI Symbol;Acc:MGI:1913353]	22468.8623188406
ENSMUSG00000031506	6102	Ptpn7	protein tyrosine phosphatase, non-receptor type 7 [Source:MGI Symbol;Acc:MGI:2156893]	449.565217391304
ENSMUSG00000031508	7492	Ankrd10	ankyrin repeat domain 10 [Source:MGI Symbol;Acc:MGI:1921840]	52779.9347826087
ENSMUSG00000031511	15751	Arhgef7	Rho guanine nucleotide exchange factor (GEF7) [Source:MGI Symbol;Acc:MGI:1860493]	48547.7373188406
ENSMUSG00000031513	2879	Leprotl1	leptin receptor overlapping transcript-like 1 [Source:MGI Symbol;Acc:MGI:1915442]	27380.6503623188
ENSMUSG00000031516	2853	Dctn6	dynactin 6 [Source:MGI Symbol;Acc:MGI:1343154]	8122.59239130435
ENSMUSG00000031517	3215	Gpm6a	glycoprotein m6a [Source:MGI Symbol;Acc:MGI:107671]	349271.824275362
ENSMUSG00000031519	2262	Asb5	ankyrin repeat and SOCs box-containing 5 [Source:MGI Symbol;Acc:MGI:1923544]	3311.43297101449
ENSMUSG00000031520	2449	Vegfc	vascular endothelial growth factor C [Source:MGI Symbol;Acc:MGI:109124]	616.260869565217
ENSMUSG00000031521	2321	Aga	aspartylglucosaminidase [Source:MGI Symbol;Acc:MGI:104873]	5209.47101449275
ENSMUSG00000031523	14694	Dlc1	deleted in liver cancer 1 [Source:MGI Symbol;Acc:MGI:1354949]	23478.0851449275
ENSMUSG00000031527	8868	Eri1	exoribonuclease 1 [Source:MGI Symbol;Acc:MGI:1914526]	29036.9492753623
ENSMUSG00000031529	14888	Tnks	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase [Source:MGI Symbol;Acc:MGI:1341087]	328025.114130435
ENSMUSG00000031530	2740	Dusp4	dual specificity phosphatase 4 [Source:MGI Symbol;Acc:MGI:2442191]	299810.911231884
ENSMUSG00000031532	2929	Saraf	store-operated calcium entry-associated regulatory factor [Source:MGI Symbol;Acc:MGI:1915137]	98387.6231884058
ENSMUSG00000031533	3291	Mrps31	mitochondrial ribosomal protein S31 [Source:MGI Symbol;Acc:MGI:1913153]	2990.57971014493
ENSMUSG00000031534	1462	Smim19	small integral membrane protein 19 [Source:MGI Symbol;Acc:MGI:2142501]	5348.47644927536
ENSMUSG00000031536	3940	Polb	polymerase (DNA directed), beta [Source:MGI Symbol;Acc:MGI:97740]	61536.5144927536
ENSMUSG00000031537	19078	Ikbkb	inhibitor of kappaB kinase beta [Source:MGI Symbol;Acc:MGI:1338071]	56824.2155797101
ENSMUSG00000031538	6241	Plat	plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610]	2307819.76086957
